species	w	p-value
Streptococcus phage JX01	1.03407298132	0.301102046212
Rothia mucilaginosa	-1.3615294254	0.173346441056
Klebsiella phage vB_KpnP_KpV48	0.523930310535	0.600327011948
Vibrio phage pYD38-A	-1.66485749992	0.095941189019
Sinorhizobium virus N3	1.03407298132	0.301102046212
Bifidobacterium thermophilum	0.344690993773	0.730326689601
Pseudomonas phage Phabio	-2.08193360239	0.037348534979
Streptococcus pyogenes	5.6736137575	1.39816180032e-08
Prochlorococcus phage P-SSM3	0.517036490659	0.605130686028
Stx converting phage vB_EcoS_P27	-2.78855013962	0.00529445512449
Clostridium phage phiCT9441A	2.06814596264	0.0386262997803
Phage Gifsy-1	1.96818557444	0.0490466894521
Salmonella phage SE1	3.61925543461	0.000295451891264
Klebsiella phage vB_KpnP_KpV766	0.517036490659	0.605130686028
Bacillus phage QCM8	1.55110947198	0.120875451651
Lachnoclostridium phocaeense	-7.06616537234	1.59273594141e-12
Citrobacter freundii complex	0.892749673872	0.371991242457
Escherichia phage phi467	-0.289540434769	0.772167841813
Streptococcus virus MS1	-1.92337574525	0.0544328781522
Cryptophlebia leucotreta granulovirus	4.82567391282	1.39530645058e-06
Escherichia albertii	0.517036490659	0.605130686028
Luna mammarenavirus	2.41283695641	0.0158288986116
Escherichia phage SerU-LTIIb	0.165451677011	0.868588481719
Desulfomicrobium orale	2.75752795018	0.00582402340778
Flavonifractor plautii	2.00610158376	0.0448454109301
Hubei bunya-like virus 10	0.689381987546	0.490582915561
Parabacteroides phage YZ-2015a	1.86477827631	0.0622124895033
White clover mottle virus	2.24049145952	0.0250590346154
Thermus phage phiYS40	0.689381987546	0.490582915561
environmental Halophage eHP-15	-0.60665614904	0.54407912911
Streptococcus phage IPP22	0.517036490659	0.605130686028
Clostridium butyricum	0.344690993773	0.730326689601
Carnegiea gigantea	4.13629192527	3.52963111891e-05
Enterococcus virus FL3	1.03407298132	0.301102046212
uncultured Mediterranean phage	-1.24088757758	0.214647282415
Escherichia phage vB_Eco_swan01	-2.11295579183	0.0346045518768
Synechococcus phage Bellamy	-3.37797173897	0.00073022584904
Cloacibacillus porcorum	1.8544375465	0.0636765873602
Salmonella virus SPN3US	5.85974689414	4.63573187221e-09
Synechococcus phage ACG-2014e	1.53732183223	0.12421451771
Salmonella phage FSL SP-016	3.1332411334	0.001728873456
Streptococcus sp. A12	2.11295579183	0.0346045518768
Salmonella phage epsilon34	1.86477827631	0.0622124895033
Coriobacteriaceae bacterium 68-1-3	-0.841046024806	0.400322151056
Staphylococcus phage Twort	1.2064184782	0.227656174765
Streptococcus phage Str01	0.344690993773	0.730326689601
Escherichia phage Rac-SA53	0.0172345496886	0.986249499612
Mycobacterium phage Guillsminger	1.37876397509	0.167967537322
Acinetobacter phage ZZ1	1.42357380428	0.154569883379
Bluetongue virus	1.61315385086	0.106711086813
Ornithobacterium rhinotracheale	-6.80420021708	1.01612141217e-11
Escherichia phage TL-2011a	2.06814596264	0.0386262997803
Enterobacter sp. FY-07	0.296434254645	0.766898468787
Phaseolus vulgaris	0.344690993773	0.730326689601
Dialister pneumosintes	8.27258385055	1.31086609342e-16
Escherichia phage ECP1	2.56450099367	0.0103324283495
Burkholderiales bacterium YL45	-1.937163385	0.0527253744815
Pseudomonas phage phiKZ	-1.5442156521	0.122536098255
Escherichia virus HY02	0.689381987546	0.490582915561
Salmonella phage HK620	-1.6993265993	0.0892576634663
Mycobacterium phage Journey13	2.41283695641	0.0158288986116
Acanthocystis turfacea Chlorella virus Can0610SP	-6.72492128851	1.75687387723e-11
Providencia phage vB_PreS_PR1	0.861727484432	0.388837497515
Streptococcus pasteurianus	3.75713183212	0.00017187196302
Mycobacterium virus Giles	-0.751426366425	0.452396099739
Stx2-converting phage Stx2a_WGPS8	1.88545973594	0.0593677955968
Picobirnavirus HK-2014	5.68740139725	1.28987032931e-08
Stx2-converting phage Stx2a_F765	-1.84754372662	0.0646683768752
Streptococcus phage phiJH1301-1	2.92987344707	0.00339100075799
Clostridium phage phiCTC2B	0.517036490659	0.605130686028
Ndongobacter massiliensis	1.55110947198	0.120875451651
Streptomyces phage BRock	0.344690993773	0.730326689601
IAS virus	-1.34774178565	0.177741447381
Campylobacter virus IBB35	0.689381987546	0.490582915561
Lupine bocavirus	1.2064184782	0.227656174765
Escherichia virus Mu	2.06814596264	0.0386262997803
Streptomyces phage Sushi23	0.344690993773	0.730326689601
Mycobacterium phage Qobbit	6.20443788791	5.48927475072e-10
Escherichia phage HK639	2.6679082918	0.00763250885453
Streptococcus phage phiZJ20091101-2	5.52884354012	3.2234867055e-08
Streptococcus infantarius	0.851386754619	0.394554547065
Cyprinid herpesvirus 3	1.37876397509	0.167967537322
Kluyvera georgiana	-0.00344690993773	0.997249769224
Stx2-converting phage Stx2a_F349	-3.4262284781	0.000612025326542
Salmonella phage FSL SP-049	1.2064184782	0.227656174765
Plasmid ColE6-CT14	0.689381987546	0.490582915561
Lactobacillus phage EV3	2.41283695641	0.0158288986116
[Eubacterium] sulci	0.689381987546	0.490582915561
Marinomonas phage CPG1g	3.10221894396	0.00192075841046
Roseobacter virus RDJL2	3.44690993773	0.000567037576271
Enterobacteria phage mEp237	-4.05356608677	5.04427412227e-05
Veillonella parvula	0.641125248418	0.521441311297
Enterobacteria phage PA-2	8.27258385055	1.31086609342e-16
Bacillus phage PBC6	2.18534090052	0.0288638606218
Yersinia rohdei	0.517036490659	0.605130686028
Cronobacter sakazakii	1.55110947198	0.120875451651
Enterobacteria phage BP-4795	4.04322535696	5.27209032281e-05
Ralstonia phage RP31	1.89580046575	0.0579864342767
Enterobacteria phage VT1-Sakai	0.437757562092	0.661562037442
Roseburia sp. A2-194	-2.23015072971	0.0257374379387
Triticum aestivum	2.3301111179	0.0198002789672
Shigella virus 7502Stx	3.05396220483	0.00225840531177
Burkholderia virus Bcep781	3.61925543461	0.000295451891264
Brevibacillus virus Osiris	4.30863742216	1.64263399898e-05
Escherichia phage Av-05	0.689381987546	0.490582915561
Acanthamoeba castellanii mamavirus	1.72345496886	0.0848062817994
Escherichia phage TL-2011b	0.234389875766	0.81468231773
Escherichia phage HK75	1.2064184782	0.227656174765
Enterobacteria phage phi92	-1.21331229808	0.225010442762
Serratia phage BF	5.69429521713	1.2388257348e-08
Cowpox virus	0.506695760846	0.612368305442
Organic Lake virophage	1.55110947198	0.120875451651
Shigella phage Sf6	-1.84064990675	0.0656728791868
Escherichia coli-Bacteroides shuttle vector pVAL-1	8.61727484432	6.85664144748e-18
Synechococcus phage S-CAM3	-1.33050723596	0.183351203851
Klebsiella michiganensis	3.96049951845	7.47931438447e-05
Citrobacter amalonaticus	1.07198899063	0.2837249771
Klebsiella phage KP-Rio/2015	0.689381987546	0.490582915561
Plutella xylostella	1.2064184782	0.227656174765
Dinoroseobacter phage vB_DshS-R5C	1.03407298132	0.301102046212
Streptococcus phage 20617	-0.496355031033	0.619643946298
Bacillus anthracis	0.344690993773	0.730326689601
Klebsiella phage vB_KpnS_KpV522	4.65332841593	3.26619406078e-06
Golden Marseillevirus	2.75752795018	0.00582402340778
Haemophilus phage HP2	-4.33621270166	1.44958678602e-05
Bacteroides ovatus	-0.710063447172	0.47766479217
Clostridium chauvoei	1.03407298132	0.301102046212
Mycobacterium phage BTCU-1	3.41933465823	0.000627744695651
Erwinia phage vB_EamM_Kwan	-0.685935077608	0.492754049138
Mycobacterium virus SG4	0.861727484432	0.388837497515
Streptococcus phage phiZJ20091101-3	3.69853436318	0.000216847995953
Shigella virus POCJ13	-1.35118869559	0.176634994832
Cronobacter phage vB_CsaM_GAP32	5.68740139725	1.28987032931e-08
Streptococcus phage 73	1.03407298132	0.301102046212
Bacteroides helcogenes	-0.0275752795018	0.978000898266
Phage TP	-0.978922422315	0.327618312307
Streptococcus phage IPP24	0.341244083835	0.732919838695
Sitophilus oryzae	0.344690993773	0.730326689601
Freshwater phage uvFW-CGR-AMD-COM-C203	0.344690993773	0.730326689601
Klebsiella phage vB_KpnP_IME205	0.517036490659	0.605130686028
Faecalitalea cylindroides	-2.56450099367	0.0103324283495
Escherichia phage pro483	0.0965134782564	0.923112769798
uncultured Mediterranean phage uvDeep1-CGR2-KM23-C896	1.03407298132	0.301102046212
Streptococcus sp. oral taxon 064	5.85974689414	4.63573187221e-09
Lactococcus phage Dub35A	0.517036490659	0.605130686028
Acidaminococcus fermentans	2.24049145952	0.0250590346154
Odoribacter splanchnicus	0.903090403685	0.366477916659
Synechococcus phage S-SSM7	-1.91648192538	0.0553037816875
Mycobacterium phage WillSterrel	-0.372266273275	0.709694607007
Lactococcus virus Bibb29	0.517036490659	0.605130686028
Pseudomonas phage PaMx42	-0.103407298132	0.917639720129
Staphylococcus phage Stau2	-2.08882742226	0.0367232609768
Shigella phage SfIV	-0.60665614904	0.54407912911
Ralstonia phage RS138	2.41283695641	0.0158288986116
Lactococcus phage 38502	0.344690993773	0.730326689601
Streptococcus phage IPP35	2.08538051233	0.0370347743479
Serratia phage phiMAM1	4.99801940971	5.7922156091e-07
Escherichia phage ESCO13	0.585974689414	0.557892523811
Clostridium bornimense	2.41283695641	0.0158288986116
Prevotella enoeca	0.861727484432	0.388837497515
Streptococcus phage YMC-2011	0.813470745304	0.415948212564
Baku virus	1.72345496886	0.0848062817994
Blastocystis hominis	1.55110947198	0.120875451651
Clostridioides phage phiSemix9P1	-0.730744906798	0.46493498055
Prevotella nigrescens	3.10221894396	0.00192075841046
Haemophilus parainfluenzae	-2.64722683218	0.0081154896657
Streptococcus phage IPP45	0.306774984458	0.759014650253
Clostridium phage phiCT453A	-1.91992883531	0.0548668890554
Streptococcus sp. NPS 308	2.41283695641	0.0158288986116
Acidithiobacillus phage AcaML1	0.517036490659	0.605130686028
Synechococcus phage syn9	-5.01870086933	5.20220798963e-07
Fusobacterium mortiferum	0.037916009315	0.96975464864
Escherichia virus RB49	0.344690993773	0.730326689601
Shigella virus VASD	4.65332841593	3.26619406078e-06
Escherichia virus HK97	0.641125248418	0.521441311297
Turicibacter sp. H121	0.0241283695641	0.980750214267
Lactococcus phage 1706	0.689381987546	0.490582915561
Enterococcus hirae	0.517036490659	0.605130686028
Pseudomonas phage JBD68	0.689381987546	0.490582915561
Lactococcus lactis	-4.42927926998	9.45485256823e-06
Mycobacterium phage MiaZeal	-0.45499211178	0.649114913824
Mycobacterium phage OkiRoe	0.344690993773	0.730326689601
Caulobacter virus Rogue	-0.306774984458	0.759014650253
Clostridium phage phiCP26F	0.689381987546	0.490582915561
Macacine alphaherpesvirus 1	4.22591158366	2.37975424241e-05
Vibrio phage JSF4	0.861727484432	0.388837497515
Clostridium phage vB_CpeS-CP51	2.92987344707	0.00339100075799
Actinobacillus pleuropneumoniae	1.03407298132	0.301102046212
Staphylococcus virus 29	1.03407298132	0.301102046212
Yersinia phage vB_YenP_AP5	-0.175792406824	0.860457035218
Lactococcus phage 936 sensu lato	-0.434310652154	0.664062869587
Murdochiella sp. Marseille-P2341	2.06814596264	0.0386262997803
Hubei zhaovirus-like virus 1	1.2064184782	0.227656174765
Escherichia virus Lambda	0.324009534146	0.74593081608
Synechococcus phage S-CAM22	1.03407298132	0.301102046212
Streptococcus phage D4276	7.23851086923	4.53637860356e-13
Macropodid alphaherpesvirus 1	0.517036490659	0.605130686028
Enterobacterial phage P-EibA	-0.141323307447	0.887614537717
Enterococcus phage vB_EfaS_IME197	0.517036490659	0.605130686028
Mycobacterium phage RhynO	0.689381987546	0.490582915561
Streptomyces phage Warpy	1.72345496886	0.0848062817994
Salmonella phage FSL SP-076	6.03209239102	1.61850193413e-09
Anaerostipes hadrus	-0.723851086923	0.46915716175
Streptococcus parasanguinis	0.723851086923	0.46915716175
Pseudomonas virus PaMx11	2.06814596264	0.0386262997803
Clostridium phage c-st	2.97123636632	0.00296603405539
Roseobacter phage DSS3P8	0.103407298132	0.917639720129
Staphylococcus phage SA1	1.03407298132	0.301102046212
Sesamum indicum	1.2064184782	0.227656174765
Escherichia phage D108	2.41283695641	0.0158288986116
Salmonella virus IKe	1.03407298132	0.301102046212
Salmonella phage vB_SemP_Emek	-2.49556279492	0.0125757494416
Escherichia phage phiC120	-1.02028534157	0.307593153233
Salmonella phage ST64B	1.89580046575	0.0579864342767
Lake Sarah-associated circular virus-48	0.344690993773	0.730326689601
Filifactor alocis	5.34271040348	9.15669900002e-08
Influenza A virus	4.30863742216	1.64263399898e-05
Erwinia phage vB_EamM_Caitlin	0.861727484432	0.388837497515
[Eubacterium] minutum	0.689381987546	0.490582915561
Bifidobacterium dentium	7.41085636612	1.25486436815e-13
Synechococcus phage S-SKS1	0.434310652154	0.664062869587
Ictalurid herpesvirus 1	3.10221894396	0.00192075841046
Streptococcus pseudopneumoniae	-0.727297996861	0.467043424975
Escherichia phage pro147	1.34084796578	0.179969819281
Salmonella phage SSU5	1.4339145341	0.151596653734
Cydia pomonella granulovirus	1.2064184782	0.227656174765
Tsukamurella virus TIN2	6.72147437857	1.79894872648e-11
Enterovirus C	0.689381987546	0.490582915561
Burkholderia phage KL3	1.2064184782	0.227656174765
Gokushovirus WZ-2015a	0.0206814596264	0.983499758932
Mycobacterium phage Dante	0.861727484432	0.388837497515
Cyprinid herpesvirus 1	0.861727484432	0.388837497515
Bacillus phage PBC2	-0.627337608667	0.530437955854
Bacillus phage Mater	0.730744906798	0.46493498055
Saccharomyces cerevisiae	1.23054684777	0.218492395174
Mycobacterium virus Joedirt	2.06814596264	0.0386262997803
Small anellovirus	1.26501594715	0.205865611316
Mycobacterium phage Smeadley	1.826862267	0.0677204808518
Erysipelothrix phage SE-1	1.72345496886	0.0848062817994
Hepatitis B virus	0.872068214245	0.383171165215
Arthrobacter virus Captnmurica	-0.634231428542	0.525929799674
Lactococcus phage P335 sensu lato	2.75752795018	0.00582402340778
Enterococcus virus FL1	1.37876397509	0.167967537322
Salmonella phage SEN34	-2.01644231357	0.0437537446379
Clostridium phage HM T	2.92987344707	0.00339100075799
Salmonella phage SEN22	-0.496355031033	0.619643946298
uncultured marine virus	0.689381987546	0.490582915561
Blastocystis sp. subtype 3	1.2064184782	0.227656174765
Enterobacteria phage Sf101	-2.0922743322	0.0364139824448
Enterobacteria phage HK446	3.02294001539	0.00250331858296
Enterobacteria phage IME10	-1.13748027945	0.255337563996
Aeromonas phage AS-zj	0.344690993773	0.730326689601
Shuangao Fly Virus 2	0.861727484432	0.388837497515
Pseudomonas phage SM1	1.37876397509	0.167967537322
Salmonella phage SEN4	1.02373225151	0.305961757643
Streptococcus cristatus	6.89381987546	5.43137899127e-12
Acinetobacter phage Acj9	-1.61660076079	0.10596448759
Paramecium bursaria Chlorella virus NE-JV-4	-1.95439793469	0.0506541747677
Pseudomonas phage PPpW-3	0.799683105553	0.423894423728
Clostridium sp. SY8519	3.66061835387	0.000251607297826
Haemophilus pittmaniae	-0.110301118007	0.912170570634
Pandoravirus dulcis	3.7916009315	0.000149679294332
Escherichia virus AAPEc6	0.689381987546	0.490582915561
Edwardsiella virus eiAU	0.344690993773	0.730326689601
Enterobacteria phage HK140	3.52963577623	0.000416132116877
Streptococcus thermophilus	2.16465944089	0.0304137753087
Semliki Forest virus	0.782448555864	0.433951007418
Streptococcus agalactiae	-0.368819363337	0.712262370771
Salmonella enterica	-0.923771863311	0.355605107434
Eubacterium limosum	-4.02599080727	5.67359053866e-05
Cellulophaga phage phi14:2	0.861727484432	0.388837497515
Desulfovibrio vulgaris	0.344690993773	0.730326689601
Escherichia phage slur02	0.878962034121	0.379421861455
Acidovorax phage ACP17	-1.59936621111	0.109739255489
Clostridium phage phiCD505	0.344690993773	0.730326689601
Lactococcus phage Tuc2009	0.861727484432	0.388837497515
Streptococcus phage phi20c	3.96394642839	7.37208030506e-05
unidentified phage	-0.806576925428	0.419910272198
Enterobacteria phage SfV	0.627337608667	0.530437955854
Helicobacter phage Pt5303G	4.13629192527	3.52963111891e-05
Streptococcus sp. I-P16	0.230942965828	0.81735911092
Lactococcus phage TPW22	1.03407298132	0.301102046212
Klebsiella virus KpV71	0.689381987546	0.490582915561
Paramecium bursaria Chlorella virus NY2A	0.344690993773	0.730326689601
Streptococcus phage IPP19	1.03407298132	0.301102046212
Salmonella phage STP4-a	1.73034878874	0.0835679775994
Sinorhizobium phage phiLM21	1.6441760403	0.100139844573
Mycobacterium phage MkaliMitinis3	0.696275807421	0.486256120846
Citrobacter phage SH4	1.03407298132	0.301102046212
Alphapapillomavirus 9	3.44690993773	0.000567037576271
Klebsiella phage K5-2	0.689381987546	0.490582915561
Stx2-converting phage Stx2a_F451	2.28185437878	0.0224979390474
Cercopithecine betaherpesvirus 5	-1.66141058999	0.0966310123579
Streptococcus sp. FDAARGOS_192	0.07583201863	0.939552742274
Bacillus virus 1	-0.754873276363	0.450325021695
Comamonas kerstersii	2.06814596264	0.0386262997803
Raoultella planticola	3.10221894396	0.00192075841046
Enterobacteria phage YYZ-2008	4.13629192527	3.52963111891e-05
Mycobacterium phage LittleB	6.89381987546	5.43137899127e-12
Barnesiella viscericola	-1.68209204961	0.0925509918166
Thermus virus IN93	2.5851824533	0.00973274789744
Paramecium bursaria Chlorella virus KS1B	-0.296434254645	0.766898468787
Finegoldia magna	2.06814596264	0.0386262997803
Aureococcus anophagefferens virus	0.193026956513	0.84693785683
Escherichia phage 1720a-02	0.672147437857	0.501489839176
Mycobacterium phage Omnicron	-1.50974655273	0.131108107656
Acanthocystis turfacea Chlorella virus WI0606	6.72147437857	1.79894872648e-11
Escherichia virus Septima11	1.72345496886	0.0848062817994
Streptococcus phage IPP69	3.10221894396	0.00192075841046
Escherichia virus HK022	-1.83030917693	0.0672037199089
Prochlorococcus phage P-TIM68	-0.423969922341	0.671587748863
Shigella phage pSf-1	0.517036490659	0.605130686028
Bacillus phage 0305phi8-36	3.10221894396	0.00192075841046
Klebsiella phage KOX1	0.175792406824	0.860457035218
Klebsiella sp. M5al	0.861727484432	0.388837497515
Eggerthella sp. YY7918	3.90190204951	9.54397793945e-05
Escherichia virus I22	1.72345496886	0.0848062817994
Phage DP-2017a	3.7916009315	0.000149679294332
Candidatus Saccharibacteria oral taxon TM7x	1.55110947198	0.120875451651
Lactobacillus casei group	0.851386754619	0.394554547065
Klebsiella quasipneumoniae	1.72345496886	0.0848062817994
Cronobacter malonaticus	-1.19607774839	0.231666220131
Escherichia phage vB_Eco_slurp01	-0.913431133498	0.361015837565
Anomala cuprea entomopoxvirus	1.2064184782	0.227656174765
Paramecium bursaria Chlorella virus 1	5.17036490659	2.33637321809e-07
Arthrobacter phage Canowicakte	1.37876397509	0.167967537322
Enterococcus durans	0.517036490659	0.605130686028
Propionimicrobium sp. Marseille-P3275	-0.851386754619	0.394554547065
Enterobacteria phage RB3	3.27456444084	0.00105824999713
Cronobacter phage Pet-CM3-4	-0.0965134782564	0.923112769798
Streptococcus pneumoniae	-0.351584813648	0.725149655902
Aeromonas phage AS-gz	3.96394642839	7.37208030506e-05
Bacillus phage Gamma	0.689381987546	0.490582915561
Clanis bilineata nucleopolyhedrovirus	1.03407298132	0.301102046212
Synechococcus phage S-CBS1	0.0965134782564	0.923112769798
Pseudomonas phage phi3	2.92987344707	0.00339100075799
Klebsiella phage KPV15	6.03209239102	1.61850193413e-09
Streptococcus phage phiNJ3	-0.510142670784	0.609951512598
Enterobacteria phage phi80	-1.99231394401	0.0463366227081
Streptococcus mitis	6.80420021708	1.01612141217e-11
uncultured Mediterranean phage uvDeep-CGR0-AD1-C123	0.37916009315	0.704568983955
Bacillus phage SerPounce	0.689381987546	0.490582915561
Enterobacteria phage Lahn1	0.861727484432	0.388837497515
Yersinia phage phiR1-37	-0.944453322938	0.344938043722
Shahe isopoda virus 5	4.99801940971	5.7922156091e-07
Mycobacterium phage BobSwaget	0.861727484432	0.388837497515
Gemella sp. oral taxon 928	3.27456444084	0.00105824999713
Suid alphaherpesvirus 1	2.75752795018	0.00582402340778
Salmonella phage SEN23	0.517036490659	0.605130686028
Moraxella phage Mcat16	7.528051304	5.15031570164e-14
Escherichia phage ST0	6.03209239102	1.61850193413e-09
Skunkpox virus	0.172345496886	0.863165918093
Wenling narna-like virus 4	1.72345496886	0.0848062817994
Escherichia virus 191	0.689381987546	0.490582915561
environmental Halophage eHP-11	-0.206814596264	0.836154656422
Onchocerca flexuosa	4.13629192527	3.52963111891e-05
Escherichia virus QL01	2.24049145952	0.0250590346154
Escherichia phage RCS47	0.213708416139	0.830774447835
Cronobacter phage phiES15	1.03407298132	0.301102046212
Escherichia phage phAPEC8	3.10221894396	0.00192075841046
Oxalobacter formigenes	-1.66830440986	0.0952553129691
Streptococcus phage TP-778L	-0.168898586949	0.865876410682
Escherichia virus PA28	0.517036490659	0.605130686028
Human gut gokushovirus	-5.23585619541	1.64221782125e-07
Bacillus phage SBP8a	1.03407298132	0.301102046212
Caprine arthritis encephalitis virus	0.689381987546	0.490582915561
[Eubacterium] rectale	-1.63383531048	0.102293435843
Enterobacter phage phiEap-1	0.344690993773	0.730326689601
Myroides odoratimimus	5.05316996871	4.34536868892e-07
Streptococcus phage phi1207.3	5.27032529479	1.36182192524e-07
[Clostridium] bolteae	4.04667226689	5.1950896291e-05
Staphylococcus virus IPLAC1C	0.510142670784	0.609951512598
Stx2-converting phage 1717	0.468779751531	0.639227074707
Linum usitatissimum	1.2064184782	0.227656174765
Staphylococcus virus SEP9	-1.21675920802	0.223695844516
Citrobacter sp. 30_2	1.2064184782	0.227656174765
Salmonella phage vB_SalP_PM43	6.03209239102	1.61850193413e-09
Bacillus phage phiCM3	0.517036490659	0.605130686028
Human betaherpesvirus 5	0.482567391282	0.629402937222
Lactobacillus prophage Lj928	1.89580046575	0.0579864342767
Enterobacterial phage mEp234	-0.506695760846	0.612368305442
Gordonia phage Bantam	0.172345496886	0.863165918093
Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA2	-1.02028534157	0.307593153233
Sphingomonas phage PAU	-0.0103407298132	0.991749438375
Erwinia virus Deimos	0.517036490659	0.605130686028
Klebsiella virus SU552A	0.206814596264	0.836154656422
Enterobacteria phage HK629	5.40475478236	6.48971156268e-08
Citrobacter virus Merlin	-0.961687872626	0.336206416012
[Clostridium] scindens	3.89500822963	9.81953957588e-05
Pepper chlorotic spot virus	1.2064184782	0.227656174765
Faustovirus ST1	1.89580046575	0.0579864342767
Mimivirus terra2	0.517036490659	0.605130686028
Sodalis phage phiSG1	0.603209239102	0.546369502165
Clostridium phage phiCD211	1.91992883531	0.0548668890554
Klebsiella phage vB_KpnM_KpV52	0.172345496886	0.863165918093
Bifidobacterium animalis	1.72345496886	0.0848062817994
Enterococcus casseliflavus	1.2064184782	0.227656174765
Loreto virus	1.72345496886	0.0848062817994
Pluralibacter gergoviae	3.44690993773	0.000567037576271
Haemophilus influenzae	-2.823019239	0.00475737166967
Streptococcus phage Dp-1	7.06616537234	1.59273594141e-12
Chrysodeixis includens nucleopolyhedrovirus	0.517036490659	0.605130686028
Cotesia sesamiae bracovirus	-2.36802712722	0.0178832246228
Propionibacterium phage G4	-4.27761523272	1.8890617493e-05
Bacillus virus Pookie	1.37876397509	0.167967537322
Salmonella virus PsP3	0.517036490659	0.605130686028
Morganella phage vB_MmoM_MP1	2.44041223591	0.014670510181
Erwinia phage vB_EamM_Huxley	7.75554735989	8.79632424254e-15
Eggerthella lenta	2.2473852794	0.0246154149642
Cyanophage S-TIM5	0.937559503062	0.348470831245
Pseudomonas aeruginosa group	0.689381987546	0.490582915561
Propionibacterium virus P105	0.517036490659	0.605130686028
Streptococcus phage IPP44	0.861727484432	0.388837497515
Streptococcus gordonii	-1.16505555895	0.24399650424
Klebsiella virus KpV41	0.689381987546	0.490582915561
Bifidobacterium angulatum	3.44690993773	0.000567037576271
Enterobacteria phage 82	-0.124088757758	0.90124499937
Staphylococcus phage SPbeta-like	-1.79928698749	0.0719732953946
Synechococcus phage S-CBS3	-3.48827285698	0.000486151687951
Staphylococcus phage StB20	1.55110947198	0.120875451651
Klebsiella phage phiBO1E	0.689381987546	0.490582915561
Pelagibaca phage vB_PeaS-P1	1.37876397509	0.167967537322
Clostridium phage phiCD6356	0.344690993773	0.730326689601
Candidatus Melainabacteria bacterium MEL.A1	0.861727484432	0.388837497515
Hepatitis C virus	3.27456444084	0.00105824999713
Streptococcus phage phiSC070807	-2.53003189429	0.0114052158593
Streptococcus equinus	1.14782100926	0.2510424624
Vibrio phage VH7D	-3.48137903711	0.00049883903743
Shigella phage SHSML-52-1	0.517036490659	0.605130686028
Brochothrix phage A9	-1.23399375771	0.217205230318
Enterobacter sp. HK169	1.37531706515	0.169033168153
Escherichia virus phiX174	-1.30982577634	0.190254781053
Escherichia virus JenP1	2.5851824533	0.00973274789744
Bat circovirus	1.37876397509	0.167967537322
Streptococcus mutans	2.06814596264	0.0386262997803
Salmonella phage SEN2	-1.34084796578	0.179969819281
uncultured Mediterranean phage uvDeep-CGR2-KM18-C74	0.475673571407	0.634306952156
Enterobacteria phage mEp460	0.868621304308	0.385054297852
Acanthocystis turfacea Chlorella virus Br0604L	6.72147437857	1.79894872648e-11
[Eubacterium] siraeum	-1.28225049684	0.199754787306
Xipapillomavirus 1	0.861727484432	0.388837497515
Mycobacterium virus Littlee	7.583201863	3.3712969105e-14
Lactobacillus phage Lrm1	-0.699722717359	0.484100486441
Mycobacterium phage Et2Brutus	0.344690993773	0.730326689601
Chrysochromulina ericina virus	-2.94021417688	0.00327985447363
Kallithea virus	2.75752795018	0.00582402340778
Porcine pegivirus	1.68209204961	0.0925509918166
Shewanella sp. phage 1/40	-0.613549968916	0.539512753199
Stx converting phage vB_EcoS_P22	2.29564201853	0.0216963581823
Salmonella virus SPN1S	-0.620443788791	0.534965650836
Brochothrix phage NF5	0.517036490659	0.605130686028
Escherichia phage N4	1.55110947198	0.120875451651
Klebsiella virus Kp2	0.344690993773	0.730326689601
Cyanobacteria phage AS-1	-2.21291618002	0.0269034249817
Lactobacillus johnsonii	0.344690993773	0.730326689601
Enterococcus faecalis	-3.83296385075	0.000126608564361
Salmonella phage SPN3UB	-0.696275807421	0.486256120846
Enterobacteria phage mEp021	0.517036490659	0.605130686028
Enterococcus virus FL2	1.03407298132	0.301102046212
Klebsiella virus Matisse	0.344690993773	0.730326689601
Enterobacteria phage CP-1639	0.513589580722	0.607538965742
Enterobacteria phage 933W sensu lato	1.46838363347	0.142000044733
Enterococcus phage ECP3	-2.20602236015	0.0273824341441
Escherichia phage phT4A	0.344690993773	0.730326689601
Vibrio virus nt1	3.09532512408	0.00196597265768
Bacillus virus Shanette	1.37876397509	0.167967537322
Vibrio phage JSF3	2.06814596264	0.0386262997803
Neisseria lactamica	1.2064184782	0.227656174765
Edwardsiella virus MSW3	2.24049145952	0.0250590346154
Acinetobacter phage YMC13/03/R2096	2.24049145952	0.0250590346154
Mageeibacillus indolicus	5.37717950286	7.56617316099e-08
Proteus phage vB_PvuS_Pm34	2.6127577328	0.00898149438115
Gordonia phage BritBrat	0.968581692502	0.332753941314
uncultured virus	-0.648019068293	0.516972617296
Arthrobacter virus Circum	0.689381987546	0.490582915561
Klebsiella virus KP27	0.517036490659	0.605130686028
Fusobacterium phage Funu2	1.89580046575	0.0579864342767
Salmonella virus SE2	1.1236926397	0.261143439951
Cellulophaga virus Cba41	4.86358992213	1.15275618458e-06
Stx2-converting phage Stx2a_WGPS9	4.48098291905	7.43000583339e-06
Mycobacterium phage Tonenili	0.386053913026	0.699456741024
Lactococcus phage PLg-TB25	-0.00344690993773	0.997249769224
Butyrivibrio proteoclasticus	0.861727484432	0.388837497515
Choristoneura fumiferana multiple nucleopolyhedrovirus	0.517036490659	0.605130686028
Enterobacteria phage P88	0.792789285678	0.427900599938
Bacteroides phage B124-14	-0.779001645927	0.435978745187
Bifidobacterium bifidum	-3.26767062097	0.00108436483162
